respondent_id,nps,satisfaction,feedback_text,topic_id
R003505,10,10.0,delivery speed affects whether I choose the brand,5
R003506,5,6.34,KOL reviews are useful but need to be authentic,5
R003507,10,10.0,KOL reviews are useful but need to be authentic,5
R003508,10,9.03,offline availability is not always convenient,5
R003509,5,6.25,the package design should show product benefits more clearly,2
R003510,8,9.28,KOL reviews are useful but need to be authentic,5
R003511,9,9.8,the price feels high without promotion,4
R003512,8,9.54,the product quality is stable and trustworthy,0
R003513,9,8.71,KOL reviews are useful but need to be authentic,5
R003514,9,10.0,I care about ingredients and product safety,2
R003515,8,8.68,membership coupons can increase repeat purchase,1
R003516,9,9.24,portable packaging is useful for work and travel,5
R003517,7,7.85,low carbon packaging would improve brand impression,5
R003518,9,10.0,offline availability is not always convenient,5
R003519,10,10.0,offline availability is not always convenient,5
R003520,9,8.51,delivery speed affects whether I choose the brand,5
R003521,10,10.0,offline availability is not always convenient,5
R003522,9,10.0,I compare price across platforms before purchase,1
R003523,10,9.89,low carbon packaging would improve brand impression,5
R003524,6,5.41,the price feels high without promotion,4
R003525,10,9.8,I care about ingredients and product safety,2
R003526,9,10.0,I prefer brands with recyclable packaging,5
R003527,9,9.06,quality improvement would make me repurchase more often,0
R003528,8,7.29,I prefer brands with recyclable packaging,5
R003529,7,7.46,quality improvement would make me repurchase more often,0
R003530,6,9.21,stockouts make me switch to other brands,3
R003531,8,8.58,KOL reviews are useful but need to be authentic,5
R003532,6,6.05,the price feels high without promotion,4
R003533,8,8.78,I care about ingredients and product safety,2
R003534,10,10.0,quality improvement would make me repurchase more often,0
R003535,8,8.04,delivery speed affects whether I choose the brand,5
R003536,7,8.65,the price feels high without promotion,4
R003537,7,8.02,discount bundles make me more willing to buy,3
R003538,9,10.0,delivery speed affects whether I choose the brand,5
R003539,4,4.95,I compare price across platforms before purchase,1
R003540,7,7.34,the packaging is convenient but could look more premium,5
R003541,10,8.74,offline availability is not always convenient,5
R003542,5,7.09,the product quality is stable and trustworthy,0
R003543,7,8.31,KOL reviews are useful but need to be authentic,5
R003544,10,9.22,stockouts make me switch to other brands,3
R003545,7,8.51,quality improvement would make me repurchase more often,0
R003546,10,9.72,portable packaging is useful for work and travel,5
R003547,9,8.87,I care about ingredients and product safety,2
R003548,9,10.0,offline availability is not always convenient,5
R003549,6,5.97,stockouts make me switch to other brands,3
R003550,7,7.0,discount bundles make me more willing to buy,3
R003551,7,6.44,KOL reviews are useful but need to be authentic,5
R003552,8,7.55,I compare price across platforms before purchase,1
R003553,9,10.0,delivery speed affects whether I choose the brand,5
R003554,5,5.39,the product quality is stable and trustworthy,0
R003555,8,8.58,KOL reviews are useful but need to be authentic,5
R003556,7,9.28,the package design should show product benefits more clearly,2
R003557,5,5.3,I compare price across platforms before purchase,1
R003558,10,9.54,sustainability claims need to be more credible,5
R003559,9,8.62,discount bundles make me more willing to buy,3
R003560,8,9.01,low carbon packaging would improve brand impression,5
R003561,10,10.0,livestream promotion helps me discover new products,4
R003562,6,5.7,livestream promotion helps me discover new products,4
R003563,8,8.62,delivery speed affects whether I choose the brand,5
R003564,10,9.54,KOL reviews are useful but need to be authentic,5
R003565,10,8.78,sustainability claims need to be more credible,5
R003566,9,8.72,stockouts make me switch to other brands,3
R003567,7,7.06,the product quality is stable and trustworthy,0
R003568,9,10.0,quality improvement would make me repurchase more often,0
R003569,10,9.02,portable packaging is useful for work and travel,5
R003570,10,10.0,membership coupons can increase repeat purchase,1
R003571,9,10.0,portable packaging is useful for work and travel,5
R003572,7,7.48,I compare price across platforms before purchase,1
R003573,8,8.76,discount bundles make me more willing to buy,3
R003574,8,7.1,I compare price across platforms before purchase,1
R003575,5,5.99,I compare price across platforms before purchase,1
R003576,4,8.4,I compare price across platforms before purchase,1
R003577,9,8.77,KOL reviews are useful but need to be authentic,5
R003578,7,6.95,discount bundles make me more willing to buy,3
R003579,9,9.02,discount bundles make me more willing to buy,3
R003580,8,8.8,quality improvement would make me repurchase more often,0
R003581,10,10.0,I prefer brands with recyclable packaging,5
R003582,9,8.68,delivery speed affects whether I choose the brand,5
R003583,6,9.31,delivery speed affects whether I choose the brand,5
R003584,7,8.17,livestream promotion helps me discover new products,4
R003585,8,7.17,discount bundles make me more willing to buy,3
R003586,7,7.92,delivery speed affects whether I choose the brand,5
R003587,7,8.56,sustainability claims need to be more credible,5
R003588,6,7.99,stockouts make me switch to other brands,3
R003589,10,9.4,the package design should show product benefits more clearly,2
R003590,9,9.13,membership coupons can increase repeat purchase,1
R003591,10,10.0,the price feels high without promotion,4
R003592,10,9.89,quality improvement would make me repurchase more often,0
R003593,10,9.67,sustainability claims need to be more credible,5
R003594,10,7.66,the price feels high without promotion,4
R003595,7,8.8,the package design should show product benefits more clearly,2
R003596,9,8.57,portable packaging is useful for work and travel,5
R003597,8,8.15,the product quality is stable and trustworthy,0
R003598,8,8.5,stockouts make me switch to other brands,3
R003599,10,8.58,membership coupons can increase repeat purchase,1
R003600,5,6.5,discount bundles make me more willing to buy,3
R003601,10,8.92,delivery speed affects whether I choose the brand,5
R003602,5,7.44,portable packaging is useful for work and travel,5
R003603,10,8.69,I care about ingredients and product safety,2
R003604,7,6.78,offline availability is not always convenient,5
R003605,10,10.0,the package design should show product benefits more clearly,2
R003606,6,8.47,membership coupons can increase repeat purchase,1
R003607,6,7.94,I care about ingredients and product safety,2
R003608,7,6.73,portable packaging is useful for work and travel,5
R003609,8,8.04,discount bundles make me more willing to buy,3
R003610,10,10.0,I prefer brands with recyclable packaging,5
R003611,7,7.77,delivery speed affects whether I choose the brand,5
R003612,7,8.58,the price feels high without promotion,4
R003613,7,7.7,livestream promotion helps me discover new products,4
R003614,6,6.25,KOL reviews are useful but need to be authentic,5
R003615,10,8.76,discount bundles make me more willing to buy,3
R003616,9,9.44,the price feels high without promotion,4
R003617,9,8.01,quality improvement would make me repurchase more often,0
R003618,9,10.0,the packaging is convenient but could look more premium,5
R003619,6,7.03,livestream promotion helps me discover new products,4
R003620,5,6.14,the price feels high without promotion,4
R003621,8,7.94,the product quality is stable and trustworthy,0
R003622,10,10.0,sustainability claims need to be more credible,5
R003623,8,8.68,low carbon packaging would improve brand impression,5
R003624,6,6.81,I care about ingredients and product safety,2
R003625,10,9.54,low carbon packaging would improve brand impression,5
R003626,7,7.08,the product quality is stable and trustworthy,0
R003627,8,8.02,portable packaging is useful for work and travel,5
R003628,9,8.61,portable packaging is useful for work and travel,5
R003629,9,6.75,the price feels high without promotion,4
R003630,10,10.0,quality improvement would make me repurchase more often,0
R003631,9,9.94,I care about ingredients and product safety,2
R003632,9,9.16,the packaging is convenient but could look more premium,5
R003633,8,8.28,KOL reviews are useful but need to be authentic,5
R003634,4,5.16,membership coupons can increase repeat purchase,1
R003635,6,7.9,KOL reviews are useful but need to be authentic,5
R003636,6,8.26,I compare price across platforms before purchase,1
R003637,5,6.87,I care about ingredients and product safety,2
R003638,8,10.0,livestream promotion helps me discover new products,4
R003639,7,8.51,stockouts make me switch to other brands,3
R003640,7,8.03,KOL reviews are useful but need to be authentic,5
R003641,5,6.92,the package design should show product benefits more clearly,2
R003642,6,7.06,the product quality is stable and trustworthy,0
R003643,7,10.0,the product quality is stable and trustworthy,0
R003644,6,5.02,discount bundles make me more willing to buy,3
R003645,7,7.25,offline availability is not always convenient,5
R003646,10,9.93,the package design should show product benefits more clearly,2
R003647,10,10.0,discount bundles make me more willing to buy,3
R003648,10,8.37,discount bundles make me more willing to buy,3
R003649,10,10.0,livestream promotion helps me discover new products,4
R003650,9,8.89,offline availability is not always convenient,5
R003651,9,9.41,quality improvement would make me repurchase more often,0
R003652,7,9.67,delivery speed affects whether I choose the brand,5
R003653,8,6.79,discount bundles make me more willing to buy,3
R003654,7,7.81,offline availability is not always convenient,5
R003655,6,6.92,the price feels high without promotion,4
